snapshot_hour_utc,appid,rank,last_week_rank,peak_in_game
2026-08-28T18,3513350,53,51,16456
2026-08-28T18,2358720,54,66,44179
2026-08-28T18,1364780,55,58,34577
2026-08-28T18,1222670,56,56,28198
2026-08-28T18,1905180,57,57,30921
2026-08-28T18,489830,58,53,28307
2026-08-28T18,261550,59,62,41414
2026-08-28T18,2075800,60,-1,69046
2026-08-28T18,289070,61,60,40492
2026-08-28T18,1808500,62,59,28747
2026-08-28T18,291550,63,61,13921
2026-08-28T18,3419430,64,52,166028
2026-08-28T18,4704690,65,54,11831
2026-08-28T18,2300320,66,64,43494
2026-08-28T18,292030,67,97,22849
2026-08-28T18,2073620,68,68,32427
2026-08-28T18,251570,69,70,34113
2026-08-28T18,3472040,70,63,24166
2026-08-28T18,945360,71,67,14230
2026-08-28T18,3321460,72,159,21897
2026-08-28T18,1366800,73,65,39561
2026-08-28T18,221100,74,71,48197
2026-08-28T18,3551340,75,73,47245
2026-08-28T18,1085660,76,69,23595
2026-08-28T18,1643320,77,88,33847
2026-08-28T18,714010,78,74,6477
2026-08-28T18,2073850,79,86,16485
2026-08-28T18,2584990,80,139,38166
2026-08-28T18,2584270,81,75,23527
2026-08-28T18,739630,82,89,13998
2026-08-28T18,244210,83,80,12818
2026-08-28T18,294100,84,78,31837
2026-08-28T18,960090,85,79,9533
2026-08-28T18,594650,86,93,23622
2026-08-28T18,2622380,87,90,30540
2026-08-28T18,3932890,88,82,38097
2026-08-28T18,1158310,89,81,24961
2026-08-28T18,813780,90,87,19816
2026-08-28T18,2694490,91,99,19879
2026-08-28T18,4162040,92,83,9301
2026-08-28T18,1329410,93,85,15140
2026-08-28T18,238960,94,72,27695
2026-08-28T18,629520,95,92,17976
2026-08-28T18,1943950,96,141,18696
2026-08-28T18,2139460,97,135,22387
2026-08-28T18,3224770,98,98,10668
2026-08-28T18,2183900,99,91,13573
2026-08-28T18,2379780,100,94,8660
2026-08-29T02,730,1,1,1251152
2026-08-29T02,570,2,2,917705
2026-08-29T02,578080,3,3,736109
2026-08-29T02,431960,4,4,112450
2026-08-29T02,4001890,5,43,288978
2026-08-29T02,1172470,6,5,258866
2026-08-29T02,271590,7,10,89493
2026-08-29T02,1623730,8,6,168519
2026-08-29T02,250900,9,9,91563
2026-08-29T02,2868840,10,11,98320
2026-08-29T02,2767030,11,8,96348
2026-08-29T02,2676230,12,13,177903
2026-08-29T02,553850,13,7,69855
2026-08-29T02,3405690,14,12,83693
2026-08-29T02,359550,15,15,80179
2026-08-29T02,381210,16,22,73035
2026-08-29T02,236390,17,19,82100
2026-08-29T02,2357570,18,16,68697
2026-08-29T02,105600,19,18,66551
2026-08-29T02,322170,20,20,51621
2026-08-29T02,3240220,21,26,84417
2026-08-29T02,4783780,22,36,113562
2026-08-29T02,3527290,23,14,56372
2026-08-29T02,2807960,24,17,51167
2026-08-29T02,413150,25,23,89519
2026-08-29T02,108600,26,21,83697
2026-08-29T02,1422450,27,24,76488
2026-08-29T02,252490,28,25,124952
2026-08-29T02,2507950,29,28,112831
2026-08-29T02,1973530,30,27,38657
2026-08-29T02,230410,31,29,62814
2026-08-29T02,440,32,30,59950
2026-08-29T02,227300,33,31,44574
2026-08-29T02,1091500,34,34,48857
2026-08-29T02,550,35,32,32508
2026-08-29T02,438100,36,33,58837
2026-08-29T02,1086940,37,35,58880
2026-08-29T02,1245620,38,51,42013
2026-08-29T02,1174180,39,50,42994
2026-08-29T02,2075800,40,-1,67892
2026-08-29T02,1203220,41,37,67328
2026-08-29T02,1938090,42,39,32441
2026-08-29T02,394360,43,40,53823
2026-08-29T02,3241660,44,41,28608
2026-08-29T02,322330,45,42,52382
2026-08-29T02,2483190,46,44,28731
2026-08-29T02,3678970,47,38,93482
2026-08-29T02,284160,48,46,24870
2026-08-29T02,4000,49,47,32906
2026-08-29T02,1449850,50,45,17694
2026-08-29T02,1281930,51,49,36741
2026-08-29T02,1665460,52,48,25746
2026-08-29T02,252950,53,52,27240
2026-08-29T02,1142710,54,54,41668
2026-08-29T02,1364780,55,60,35830
2026-08-29T02,1222670,56,58,28911
2026-08-29T02,2358720,57,63,42139
2026-08-29T02,1905180,58,61,33716
2026-08-29T02,3513350,59,57,15250
2026-08-29T02,489830,60,56,29785
2026-08-29T02,289070,61,62,43002
2026-08-29T02,261550,62,65,42533
2026-08-29T02,4704690,63,53,14130
2026-08-29T02,1808500,64,64,30213
2026-08-29T02,291550,65,66,14802
2026-08-29T02,2300320,66,69,44141
2026-08-29T02,251570,67,73,36771
2026-08-29T02,945360,68,71,15425
2026-08-29T02,2073620,69,72,32535
2026-08-29T02,3419430,70,59,156584
2026-08-29T02,221100,71,75,51116
2026-08-29T02,292030,72,100,23085
2026-08-29T02,1366800,73,68,40310
2026-08-29T02,3472040,74,67,23030
2026-08-29T02,3321460,75,159,22698
2026-08-29T02,3551340,76,77,47550
2026-08-29T02,1085660,77,74,22604
2026-08-29T02,714010,78,79,6457
2026-08-29T02,2694490,79,101,21598
2026-08-29T02,2073850,80,85,17217
2026-08-29T02,244210,81,83,13015
2026-08-29T02,1643320,82,76,30101
2026-08-29T02,594650,83,94,26691
2026-08-29T02,813780,84,87,22395
2026-08-29T02,294100,85,81,32777
2026-08-29T02,739630,86,92,14358
2026-08-29T02,1943950,87,137,17597
2026-08-29T02,2622380,88,91,31565
2026-08-29T02,960090,89,82,9678
2026-08-29T02,4162040,90,89,11268
2026-08-29T02,1158310,91,84,26032
2026-08-29T02,3932890,92,86,38610
2026-08-29T02,2584270,93,70,22220
2026-08-29T02,2584990,94,144,23059
2026-08-29T02,1329410,95,93,14623
2026-08-29T02,629520,96,95,18430
2026-08-29T02,238960,97,78,27090
2026-08-29T02,1551360,98,143,15397
2026-08-29T02,2139460,99,139,23830
2026-08-29T02,1144200,100,97,10005
2026-08-29T11,730,1,1,1251152
2026-08-29T11,570,2,2,917705
2026-08-29T11,578080,3,3,736109
2026-08-29T11,431960,4,4,112450
2026-08-29T11,4001890,5,43,288978
2026-08-29T11,1172470,6,5,258866
2026-08-29T11,271590,7,10,89493
2026-08-29T11,1623730,8,6,168519
2026-08-29T11,250900,9,9,91563
2026-08-29T11,2868840,10,11,98320
2026-08-29T11,2767030,11,8,96348
2026-08-29T11,2676230,12,13,177903
2026-08-29T11,553850,13,7,69855
2026-08-29T11,3405690,14,12,83693
2026-08-29T11,359550,15,15,80179
2026-08-29T11,381210,16,22,73035
2026-08-29T11,236390,17,19,82100
2026-08-29T11,2357570,18,16,68697
2026-08-29T11,105600,19,18,66551
2026-08-29T11,322170,20,20,51621
2026-08-29T11,3240220,21,26,84417
2026-08-29T11,4783780,22,36,113562
2026-08-29T11,3527290,23,14,56372
2026-08-29T11,2807960,24,17,51167
2026-08-29T11,413150,25,23,89519
2026-08-29T11,108600,26,21,83697
2026-08-29T11,1422450,27,24,76488
2026-08-29T11,252490,28,25,124952
2026-08-29T11,2507950,29,28,112831
2026-08-29T11,1973530,30,27,38657
2026-08-29T11,230410,31,29,62814
2026-08-29T11,440,32,30,59950
2026-08-29T11,227300,33,31,44574
2026-08-29T11,1091500,34,34,48857
2026-08-29T11,550,35,32,32508
2026-08-29T11,438100,36,33,58837
2026-08-29T11,1086940,37,35,58880
2026-08-29T11,1245620,38,51,42013
2026-08-29T11,1174180,39,50,42994
2026-08-29T11,2075800,40,-1,67892
2026-08-29T11,1203220,41,37,67328
2026-08-29T11,1938090,42,39,32441
2026-08-29T11,394360,43,40,53823
2026-08-29T11,3241660,44,41,28608
2026-08-29T11,322330,45,42,52382
2026-08-29T11,2483190,46,44,28731
2026-08-29T11,3678970,47,38,93482
2026-08-29T11,284160,48,46,24870
2026-08-29T11,4000,49,47,32906
2026-08-29T11,1449850,50,45,17694
2026-08-29T11,1281930,51,49,36741
2026-08-29T11,1665460,52,48,25746
2026-08-29T11,252950,53,52,27240
2026-08-29T11,1142710,54,54,41668
2026-08-29T11,1364780,55,60,35830
2026-08-29T11,1222670,56,58,28911
2026-08-29T11,2358720,57,63,42139
2026-08-29T11,1905180,58,61,33716
2026-08-29T11,3513350,59,57,15250
2026-08-29T11,489830,60,56,29785
2026-08-29T11,289070,61,62,43002
2026-08-29T11,261550,62,65,42533
2026-08-29T11,4704690,63,53,14130
2026-08-29T11,1808500,64,64,30213
2026-08-29T11,291550,65,66,14802
2026-08-29T11,2300320,66,69,44141
2026-08-29T11,251570,67,73,36771
2026-08-29T11,945360,68,71,15425
2026-08-29T11,2073620,69,72,32535
2026-08-29T11,3419430,70,59,156584
2026-08-29T11,221100,71,75,51116
2026-08-29T11,292030,72,100,23085
2026-08-29T11,1366800,73,68,40310
2026-08-29T11,3472040,74,67,23030
2026-08-29T11,3321460,75,159,22698
2026-08-29T11,3551340,76,77,47550
2026-08-29T11,1085660,77,74,22604
2026-08-29T11,714010,78,79,6457
2026-08-29T11,2694490,79,101,21598
2026-08-29T11,2073850,80,85,17217
2026-08-29T11,244210,81,83,13015
2026-08-29T11,1643320,82,76,30101
2026-08-29T11,594650,83,94,26691
2026-08-29T11,813780,84,87,22395
2026-08-29T11,294100,85,81,32777
2026-08-29T11,739630,86,92,14358
2026-08-29T11,1943950,87,137,17597
2026-08-29T11,2622380,88,91,31565
2026-08-29T11,960090,89,82,9678
2026-08-29T11,4162040,90,89,11268
2026-08-29T11,1158310,91,84,26032
2026-08-29T11,3932890,92,86,38610
2026-08-29T11,2584270,93,70,22220
2026-08-29T11,2584990,94,144,23059
2026-08-29T11,1329410,95,93,14623
2026-08-29T11,629520,96,95,18430
2026-08-29T11,238960,97,78,27090
2026-08-29T11,1551360,98,143,15397
2026-08-29T11,2139460,99,139,23830
2026-08-29T11,1144200,100,97,10005
2026-08-29T16,730,1,1,1251152
2026-08-29T16,570,2,2,917705
2026-08-29T16,578080,3,3,736109
2026-08-29T16,431960,4,4,112450
2026-08-29T16,4001890,5,43,288978
2026-08-29T16,1172470,6,5,258866
2026-08-29T16,271590,7,10,89493
2026-08-29T16,1623730,8,6,168519
2026-08-29T16,250900,9,9,91563
2026-08-29T16,2868840,10,11,98320
2026-08-29T16,2767030,11,8,96348
2026-08-29T16,2676230,12,13,177903
2026-08-29T16,553850,13,7,69855
2026-08-29T16,3405690,14,12,83693
2026-08-29T16,359550,15,15,80179
2026-08-29T16,381210,16,22,73035
2026-08-29T16,236390,17,19,82100
2026-08-29T16,2357570,18,16,68697
2026-08-29T16,105600,19,18,66551
2026-08-29T16,322170,20,20,51621
2026-08-29T16,3240220,21,26,84417
2026-08-29T16,4783780,22,36,113562
2026-08-29T16,3527290,23,14,56372
2026-08-29T16,2807960,24,17,51167
2026-08-29T16,413150,25,23,89519
2026-08-29T16,108600,26,21,83697
2026-08-29T16,1422450,27,24,76488
2026-08-29T16,252490,28,25,124952
2026-08-29T16,2507950,29,28,112831
2026-08-29T16,1973530,30,27,38657
2026-08-29T16,230410,31,29,62814
2026-08-29T16,440,32,30,59950
2026-08-29T16,227300,33,31,44574
2026-08-29T16,1091500,34,34,48857
2026-08-29T16,550,35,32,32508
2026-08-29T16,438100,36,33,58837
2026-08-29T16,1086940,37,35,58880
2026-08-29T16,1245620,38,51,42013
2026-08-29T16,1174180,39,50,42994
2026-08-29T16,2075800,40,-1,67892
2026-08-29T16,1203220,41,37,67328
2026-08-29T16,1938090,42,39,32441
2026-08-29T16,394360,43,40,53823
2026-08-29T16,3241660,44,41,28608
2026-08-29T16,322330,45,42,52382
2026-08-29T16,2483190,46,44,28731
2026-08-29T16,3678970,47,38,93482
2026-08-29T16,284160,48,46,24870
2026-08-29T16,4000,49,47,32906
2026-08-29T16,1449850,50,45,17694
2026-08-29T16,1281930,51,49,36741
2026-08-29T16,1665460,52,48,25746
2026-08-29T16,252950,53,52,27240
2026-08-29T16,1142710,54,54,41668
2026-08-29T16,1364780,55,60,35830
2026-08-29T16,1222670,56,58,28911
2026-08-29T16,2358720,57,63,42139
2026-08-29T16,1905180,58,61,33716
2026-08-29T16,3513350,59,57,15250
2026-08-29T16,489830,60,56,29785
2026-08-29T16,289070,61,62,43002
2026-08-29T16,261550,62,65,42533
2026-08-29T16,4704690,63,53,14130
2026-08-29T16,1808500,64,64,30213
2026-08-29T16,291550,65,66,14802
2026-08-29T16,2300320,66,69,44141
2026-08-29T16,251570,67,73,36771
2026-08-29T16,945360,68,71,15425
2026-08-29T16,2073620,69,72,32535
2026-08-29T16,3419430,70,59,156584
2026-08-29T16,221100,71,75,51116
2026-08-29T16,292030,72,100,23085
2026-08-29T16,1366800,73,68,40310
2026-08-29T16,3472040,74,67,23030
2026-08-29T16,3321460,75,159,22698
2026-08-29T16,3551340,76,77,47550
2026-08-29T16,1085660,77,74,22604
2026-08-29T16,714010,78,79,6457
2026-08-29T16,2694490,79,101,21598
2026-08-29T16,2073850,80,85,17217
2026-08-29T16,244210,81,83,13015
2026-08-29T16,1643320,82,76,30101
2026-08-29T16,594650,83,94,26691
2026-08-29T16,813780,84,87,22395
2026-08-29T16,294100,85,81,32777
2026-08-29T16,739630,86,92,14358
2026-08-29T16,1943950,87,137,17597
2026-08-29T16,2622380,88,91,31565
2026-08-29T16,960090,89,82,9678
2026-08-29T16,4162040,90,89,11268
2026-08-29T16,1158310,91,84,26032
2026-08-29T16,3932890,92,86,38610
2026-08-29T16,2584270,93,70,22220
2026-08-29T16,2584990,94,144,23059
2026-08-29T16,1329410,95,93,14623
2026-08-29T16,629520,96,95,18430
2026-08-29T16,238960,97,78,27090
2026-08-29T16,1551360,98,143,15397
2026-08-29T16,2139460,99,139,23830
2026-08-29T16,1144200,100,97,10005
2026-08-29T20,730,1,1,1251152
2026-08-29T20,570,2,2,917705
2026-08-29T20,578080,3,3,736109
2026-08-29T20,431960,4,4,112450
2026-08-29T20,4001890,5,43,288978
2026-08-29T20,1172470,6,5,258866
2026-08-29T20,271590,7,10,89493
2026-08-29T20,1623730,8,6,168519
2026-08-29T20,250900,9,9,91563
2026-08-29T20,2868840,10,11,98320
2026-08-29T20,2767030,11,8,96348
2026-08-29T20,2676230,12,13,177903
2026-08-29T20,553850,13,7,69855
2026-08-29T20,3405690,14,12,83693
2026-08-29T20,359550,15,15,80179
2026-08-29T20,381210,16,22,73035
2026-08-29T20,236390,17,19,82100
2026-08-29T20,2357570,18,16,68697
2026-08-29T20,105600,19,18,66551
2026-08-29T20,322170,20,20,51621
2026-08-29T20,3240220,21,26,84417
2026-08-29T20,4783780,22,36,113562
2026-08-29T20,3527290,23,14,56372
2026-08-29T20,2807960,24,17,51167
2026-08-29T20,413150,25,23,89519
2026-08-29T20,108600,26,21,83697
2026-08-29T20,1422450,27,24,76488
2026-08-29T20,252490,28,25,124952
2026-08-29T20,2507950,29,28,112831
2026-08-29T20,1973530,30,27,38657
2026-08-29T20,230410,31,29,62814
2026-08-29T20,440,32,30,59950
2026-08-29T20,227300,33,31,44574
2026-08-29T20,1091500,34,34,48857
2026-08-29T20,550,35,32,32508
2026-08-29T20,438100,36,33,58837
2026-08-29T20,1086940,37,35,58880
2026-08-29T20,1245620,38,51,42013
2026-08-29T20,1174180,39,50,42994
2026-08-29T20,2075800,40,-1,67892
2026-08-29T20,1203220,41,37,67328
2026-08-29T20,1938090,42,39,32441
2026-08-29T20,394360,43,40,53823
2026-08-29T20,3241660,44,41,28608
2026-08-29T20,322330,45,42,52382
2026-08-29T20,2483190,46,44,28731
2026-08-29T20,3678970,47,38,93482
2026-08-29T20,284160,48,46,24870
2026-08-29T20,4000,49,47,32906
2026-08-29T20,1449850,50,45,17694
2026-08-29T20,1281930,51,49,36741
2026-08-29T20,1665460,52,48,25746
2026-08-29T20,252950,53,52,27240
2026-08-29T20,1142710,54,54,41668
2026-08-29T20,1364780,55,60,35830
2026-08-29T20,1222670,56,58,28911
2026-08-29T20,2358720,57,63,42139
2026-08-29T20,1905180,58,61,33716
2026-08-29T20,3513350,59,57,15250
2026-08-29T20,489830,60,56,29785
2026-08-29T20,289070,61,62,43002
2026-08-29T20,261550,62,65,42533
2026-08-29T20,4704690,63,53,14130
2026-08-29T20,1808500,64,64,30213
2026-08-29T20,291550,65,66,14802
2026-08-29T20,2300320,66,69,44141
2026-08-29T20,251570,67,73,36771
2026-08-29T20,945360,68,71,15425
2026-08-29T20,2073620,69,72,32535
2026-08-29T20,3419430,70,59,156584
2026-08-29T20,221100,71,75,51116
2026-08-29T20,292030,72,100,23085
2026-08-29T20,1366800,73,68,40310
2026-08-29T20,3472040,74,67,23030
2026-08-29T20,3321460,75,159,22698
2026-08-29T20,3551340,76,77,47550
2026-08-29T20,1085660,77,74,22604
2026-08-29T20,714010,78,79,6457
2026-08-29T20,2694490,79,101,21598
2026-08-29T20,2073850,80,85,17217
2026-08-29T20,244210,81,83,13015
2026-08-29T20,1643320,82,76,30101
2026-08-29T20,594650,83,94,26691
2026-08-29T20,813780,84,87,22395
2026-08-29T20,294100,85,81,32777
2026-08-29T20,739630,86,92,14358
2026-08-29T20,1943950,87,137,17597
2026-08-29T20,2622380,88,91,31565
2026-08-29T20,960090,89,82,9678
2026-08-29T20,4162040,90,89,11268
2026-08-29T20,1158310,91,84,26032
2026-08-29T20,3932890,92,86,38610
2026-08-29T20,2584270,93,70,22220
2026-08-29T20,2584990,94,144,23059
2026-08-29T20,1329410,95,93,14623
2026-08-29T20,629520,96,95,18430
2026-08-29T20,238960,97,78,27090
2026-08-29T20,1551360,98,143,15397
2026-08-29T20,2139460,99,139,23830
2026-08-29T20,1144200,100,97,10005
